Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20180013502,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dark No street lights,100,2018/07/18,20:42:00,Yes,1.0,1.0,-37.47749199,144.529462,MACEDON RANGES
T20180013503,Dry,Clear,Collision with a fixed object,Wednesday,Day,80,2018/07/18,16:40:00,No,2.0,2.0,-38.10202021,144.354432,GREATER GEELONG
T20180013504,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dark No street lights,100,2018/07/18,22:11:00,Yes,2.0,1.0,-35.5991202,143.7945285,GANNAWARRA
T20180013505,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights on,80,2018/07/18,23:35:00,Yes,2.0,1.0,-38.07546372,144.368939,GREATER GEELONG
T20180013519,Dry,Clear,Collision with a fixed object,Thursday,Day,50,2018/07/19,08:50:00,No,1.0,1.0,-38.60509966,145.58895,BASS COAST
T20180013527,Muddy,Raining,Collision with vehicle,Thursday,Day,100,2018/07/19,09:45:00,No,4.0,1.0,-38.35561584,142.3148619,MOYNE
T20180013528,Dry,Clear,Struck Pedestrian,Wednesday,Day,999,2018/07/18,15:45:00,No,2.0,1.0,-38.07961087,144.3641612,GREATER GEELONG
T20180013533,Dry,Clear,Struck Pedestrian,Thursday,Dark Street lights on,60,2018/07/19,06:30:00,No,1.0,1.0,-37.01396524,144.8291604,MITCHELL
T20180013534,Dry,Clear,Collision with vehicle,Thursday,Day,60,2018/07/19,12:45:00,No,2.0,1.0,-38.17635014,144.3693418,GREATER GEELONG
T20180013536,Dry,Clear,Collision with vehicle,Thursday,Day,60,2018/07/19,12:05:00,No,1.0,1.0,-38.48365985,145.9502606,SOUTH GIPPSLAND
T20180013539,Wet,Raining,Collision with a fixed object,Thursday,Day,100,2018/07/19,08:45:00,No,1.0,1.0,-38.44360473,142.9242436,CORANGAMITE
T20180013540,Dry,Clear,Collision with vehicle,Thursday,Day,50,2018/07/19,11:10:00,No,3.0,1.0,-37.27709128,144.7335275,MACEDON RANGES
T20180013542,Dry,Clear,collision with some other object,Thursday,Day,100,2018/07/19,11:07:00,No,1.0,1.0,-38.17493621,145.7963798,BAW BAW
T20180013550,Unknown,Not known,Other accident,Friday,Unknown,50,2018/07/13,07:15:00,No,1.0,1.0,-38.14955701,144.3466022,GREATER GEELONG
T20180013551,Dry,Clear,Collision with vehicle,Thursday,Day,80,2018/07/19,12:55:00,No,7.0,3.0,-38.34508656,143.4564228,COLAC OTWAY
T20180013553,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2018/07/19,14:30:00,No,2.0,1.0,-36.98875271,145.7360061,MANSFIELD
T20180013555,Dry,Clear,Collision with a fixed object,Thursday,Day,110,2018/07/19,12:40:00,No,2.0,1.0,-36.08947534,146.7119373,WODONGA
T20180013557,Dry,Clear,Collision with vehicle,Thursday,Day,100,2018/07/19,12:54:00,No,2.0,1.0,-38.52175221,145.430967,BASS COAST
T20180013561,Dry,Clear,Collision with vehicle,Thursday,Day,60,2018/07/19,15:45:00,No,2.0,2.0,-34.23141728,142.1658857,MILDURA
T20180013564,Wet,Raining,Struck Pedestrian,Thursday,Dusk/Dawn,50,2018/07/19,16:33:00,No,4.0,1.0,-37.56447327,143.8419594,BALLARAT
T20180013568,Dry,Clear,Collision with vehicle,Thursday,Dusk/Dawn,50,2018/07/19,17:46:00,No,1.0,1.0,-36.74006357,144.2666554,GREATER BENDIGO
T20180013573,Wet,Raining,Struck Pedestrian,Thursday,Dark Street lights on,40,2018/07/19,18:28:00,Yes,4.0,2.0,-38.15065338,144.3563523,GREATER GEELONG
T20180013575,Wet,Raining,Collision with vehicle,Thursday,Dark Street lights on,50,2018/07/19,20:22:00,Yes,1.0,1.0,-36.38226135,146.3242398,WANGARATTA
T20180013579,Wet,Raining,Collision with vehicle,Thursday,Dark Street lights on,80,2018/07/19,18:00:00,Yes,4.0,1.0,-37.26919024,142.9202293,ARARAT
T20180013581,Dry,Clear,Collision with a fixed object,Thursday,Dark No street lights,100,2018/07/19,04:44:00,Yes,3.0,1.0,-38.25351857,143.9553891,SURF COAST
T20180013602,Dry,Clear,Collision with vehicle,Friday,Day,50,2018/07/20,09:10:00,No,2.0,1.0,-36.36462236,145.407989,GREATER SHEPPARTON
T20180013609,Wet,Clear,Collision with vehicle,Friday,Day,60,2018/07/20,09:45:00,No,3.0,1.0,-36.13774434,146.9014902,WODONGA
T20180013612,Wet,Clear,Collision with a fixed object,Friday,Day,100,2018/07/20,08:15:00,No,1.0,1.0,-36.69970979,145.5139206,STRATHBOGIE
T20180013614,Dry,Not known,Struck Pedestrian,Friday,Unknown,50,2018/07/06,22:00:00,Yes,2.0,1.0,-38.28205975,144.4924779,GREATER GEELONG
T20180013621,Wet,Clear,Collision with vehicle,Friday,Day,80,2018/07/20,09:55:00,No,4.0,2.0,-37.33047812,144.1854934,HEPBURN
T20180013636,Wet,Raining,Collision with a fixed object,Friday,Day,80,2018/07/20,15:40:00,No,1.0,1.0,-38.23264922,146.37556,LATROBE
T20180013637,Dry,Clear,Collision with vehicle,Friday,Day,70,2018/07/13,16:00:00,Yes,2.0,1.0,-37.81134925,147.618836,EAST GIPPSLAND
T20180013640,Dry,Clear,Vehicle overturned (no collision),Monday,Day,50,2018/06/04,10:00:00,No,1.0,1.0,-36.77052804,144.2969394,GREATER BENDIGO
T20180013642,Dry,Clear,Collision with vehicle,Friday,Day,80,2018/07/20,14:18:00,No,3.0,2.0,-38.09737869,144.3050138,GREATER GEELONG
T20180013646,Wet,Clear,Collision with vehicle,Friday,Dark Street lights on,60,2018/07/20,18:10:00,Yes,6.0,5.0,-37.57961197,143.8420606,BALLARAT
T20180013649,Wet,Raining,Collision with a fixed object,Friday,Day,60,2018/07/20,16:15:00,Yes,1.0,1.0,-37.57855687,143.9335648,MOORABOOL
T20180013654,Wet,Raining,Collision with vehicle,Friday,Dark No street lights,80,2018/07/20,18:10:00,Yes,4.0,2.0,-36.39146855,145.4431006,GREATER SHEPPARTON
T20180013656,Wet,Raining,Struck animal,Friday,Dark No street lights,80,2018/07/20,17:55:00,No,5.0,1.0,-36.43637288,145.4081255,GREATER SHEPPARTON
T20180013659,Dry,Clear,Collision with vehicle,Friday,Dark No street lights,40,2018/07/20,18:10:00,Yes,2.0,1.0,-36.76229247,144.2843695,GREATER BENDIGO
T20180013680,Dry,Clear,Collision with a fixed object,Saturday,Day,80,2018/07/21,12:30:00,No,2.0,1.0,-36.36470825,145.44904,GREATER SHEPPARTON
T20180013681,Dry,Clear,Collision with vehicle,Saturday,Day,80,2018/07/21,10:49:00,No,4.0,3.0,-36.36468307,145.4619654,GREATER SHEPPARTON
T20180013683,Wet,Raining,Collision with a fixed object,Saturday,Day,40,2018/07/21,11:57:00,No,1.0,1.0,-38.23514471,146.169701,BAW BAW
T20180013694,Wet,Clear,Vehicle overturned (no collision),Saturday,Day,60,2018/07/21,12:10:00,No,1.0,1.0,-37.53857172,145.3392135,MURRINDINDI
T20180013698,Dry,Clear,Struck Pedestrian,Saturday,Day,50,2018/07/21,16:45:00,Yes,2.0,1.0,-38.45932993,145.25616,BASS COAST
T20180013707,Dry,Clear,Collision with a fixed object,Saturday,Dark Street lights on,50,2018/07/21,19:47:00,Yes,1.0,1.0,-38.17352009,146.2635136,LATROBE
T20180013710,Wet,Raining,Collision with vehicle,Tuesday,Day,999,2018/07/17,14:35:00,No,2.0,1.0,-38.24220602,144.2780978,GREATER GEELONG
T20180013717,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2018/07/21,04:03:00,Yes,1.0,1.0,-35.23662557,143.4110666,SWAN HILL
T20180013729,Wet,Clear,Collision with a fixed object,Wednesday,Day,100,2018/07/18,13:30:00,No,1.0,1.0,-36.68946149,144.3004724,GREATER BENDIGO
T20180013734,Dry,Clear,Collision with vehicle,Sunday,Day,50,2018/07/22,10:05:00,No,2.0,1.0,-38.39245111,142.4826105,WARRNAMBOOL
T20180013746,Dry,Clear,Collision with vehicle,Sunday,Day,80,2018/07/22,13:25:00,No,2.0,1.0,-36.79987951,144.3452608,GREATER BENDIGO
T20180013751,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,80,2018/07/22,09:42:00,Yes,1.0,1.0,-38.14974193,145.9050261,BAW BAW
T20180013757,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,100,2018/07/22,14:20:00,No,1.0,1.0,-37.53027803,145.8232875,MURRINDINDI
T20180013764,Dry,Clear,Collision with vehicle,Sunday,Dark No street lights,110,2018/07/22,18:31:00,Yes,3.0,2.0,-37.13207939,144.388533,MOUNT ALEXANDER
T20180013799,Unknown,Not known,Collision with vehicle,Thursday,Day,60,2018/07/19,16:25:00,No,4.0,1.0,-38.16658539,144.5720782,GREATER GEELONG
T20180013816,Dry,Clear,Vehicle overturned (no collision),Monday,Day,50,2018/07/23,16:55:00,No,1.0,1.0,-35.92597005,145.6518279,MOIRA
T20180013819,Wet,Raining,Collision with a fixed object,Monday,Day,100,2018/07/23,16:40:00,No,1.0,1.0,-37.09535325,144.1289307,MOUNT ALEXANDER
T20180013820,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,999,2018/07/15,12:00:00,No,1.0,1.0,-38.00521097,146.6322396,LATROBE
T20180013826,Dry,Clear,Collision with vehicle,Monday,Day,60,2018/07/23,16:00:00,No,2.0,1.0,-37.82677567,147.6268142,EAST GIPPSLAND
T20180013847,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,80,2018/07/24,07:05:00,No,2.0,2.0,-38.11470981,144.1707317,GOLDEN PLAINS
T20180013855,Dry,Clear,Collision with a fixed object,Tuesday,Day,50,2018/07/24,10:19:00,No,1.0,1.0,-38.14561059,145.9404717,BAW BAW
T20180013856,Dry,Clear,Struck Pedestrian,Tuesday,Dark No street lights,50,2018/07/24,06:30:00,No,2.0,1.0,-37.60271056,141.6879136,SOUTHERN GRAMPIANS
T20180013860,Dry,Clear,Collision with vehicle,Tuesday,Day,80,2018/07/24,10:45:00,No,2.0,1.0,-38.17447228,144.4580568,GREATER GEELONG
T20180013862,Wet,Raining,Vehicle overturned (no collision),Tuesday,Day,50,2018/07/24,10:10:00,No,1.0,1.0,-37.51749325,143.8031698,BALLARAT
T20180013866,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2018/07/24,07:38:00,No,1.0,1.0,-36.45995743,146.2355745,WANGARATTA
T20180013873,Dry,Clear,Struck Pedestrian,Tuesday,Day,80,2018/07/24,11:05:00,No,1.0,1.0,-38.31105956,146.4113485,LATROBE
T20180013877,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2018/07/24,14:55:00,No,4.0,4.0,-36.16482762,144.7095631,CAMPASPE
T20180013879,Dry,Not known,Collision with vehicle,Saturday,Day,60,2018/07/07,14:30:00,Yes,3.0,2.0,-37.17083539,143.6981336,CENTRAL GOLDFIELDS
T20180013894,Wet,Raining,Collision with a fixed object,Monday,Dark No street lights,60,2018/07/23,05:30:00,Yes,1.0,1.0,-37.6376664,143.9691389,MOORABOOL
T20180013898,Wet,Clear,collision with some other object,Tuesday,Dark No street lights,100,2018/07/24,19:08:00,Yes,1.0,1.0,-37.62239109,143.9469885,MOORABOOL
T20180013904,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2018/07/24,18:40:00,Yes,1.0,1.0,-37.5498483,149.7321801,EAST GIPPSLAND
T20180013925,Dry,Clear,Struck animal,Saturday,Day,100,2018/07/21,14:00:00,Yes,1.0,1.0,-37.16244946,144.6395418,MACEDON RANGES
T20180013926,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights off,60,2018/07/21,18:07:00,Yes,4.0,1.0,-38.0955427,147.0845061,WELLINGTON
T20180013933,Dry,Clear,Struck Pedestrian,Wednesday,Day,40,2018/07/25,09:00:00,No,2.0,1.0,-38.19817856,146.5377675,LATROBE
T20180013942,Wet,Fog,Collision with a fixed object,Wednesday,Day,110,2018/07/25,07:10:00,No,1.0,1.0,-35.90666935,143.2261127,BULOKE
T20180013943,Dry,Clear,Collision with vehicle,Tuesday,Day,110,2018/07/24,16:05:00,No,2.0,1.0,-38.22343037,146.3413968,LATROBE
T20180013944,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2018/07/25,11:15:00,No,2.0,2.0,-36.37336071,146.3118522,WANGARATTA
T20180013946,Dry,Clear,Collision with vehicle,Wednesday,Day,40,2018/07/25,11:10:00,No,3.0,1.0,-38.14762115,144.3619521,GREATER GEELONG
T20180013949,Wet,Fog,Collision with a fixed object,Wednesday,Day,100,2018/07/25,09:00:00,No,1.0,1.0,-36.89846331,143.0529316,NORTHERN GRAMPIANS
T20180013965,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2018/07/25,10:15:00,No,2.0,1.0,-38.10498003,144.3445102,GREATER GEELONG
T20180013967,Dry,Clear,No collision and no object struck,Wednesday,Day,999,2018/07/25,10:00:00,No,1.0,1.0,-37.27444173,146.1617736,MANSFIELD
T20180013971,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2018/07/25,13:45:00,No,2.0,1.0,-35.92545438,145.4318752,MOIRA
T20180013972,Wet,Raining,Collision with a fixed object,Wednesday,Day,100,2018/07/25,13:00:00,No,1.0,1.0,-38.59062997,146.5003598,WELLINGTON
T20180013973,Wet,Clear,Collision with a fixed object,Wednesday,Day,100,2018/07/25,10:55:00,No,1.0,1.0,-38.27246859,141.5223609,GLENELG
T20180013977,Dry,Clear,Collision with a fixed object,Wednesday,Day,100,2018/07/25,15:10:00,No,1.0,1.0,-37.53187114,141.6813439,SOUTHERN GRAMPIANS
T20180013980,Dry,Clear,Struck Pedestrian,Wednesday,Day,40,2018/07/25,15:30:00,No,2.0,1.0,-37.29995814,144.9484396,MITCHELL
T20180013983,Dry,Clear,Collision with vehicle,Wednesday,Day,110,2018/07/25,15:15:00,No,3.0,1.0,-36.60137552,145.8671336,BENALLA
T20180013984,Dry,Clear,Collision with vehicle,Wednesday,Day,80,2018/07/25,15:45:00,No,3.0,2.0,-37.48131812,145.2726201,MURRINDINDI
T20180013995,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2018/07/25,17:21:00,No,2.0,1.0,-36.38368696,145.4103761,GREATER SHEPPARTON
T20180013998,Wet,Raining,Struck animal,Wednesday,Dark No street lights,80,2018/07/25,19:10:00,Yes,1.0,1.0,-37.49740809,143.9738516,MOORABOOL
T20180014002,Dry,Clear,Collision with vehicle,Wednesday,Dark No street lights,100,2018/07/25,19:30:00,Yes,2.0,2.0,-36.43597876,144.6487172,GREATER BENDIGO
T20180014013,Wet,Fog,Vehicle overturned (no collision),Thursday,Dark No street lights,100,2018/07/26,06:30:00,No,2.0,2.0,-37.12120147,145.2179804,MITCHELL
T20180014020,Dry,Clear,Collision with a fixed object,Thursday,Day,60,2018/07/26,09:15:00,No,1.0,1.0,-38.20242507,144.335511,GREATER GEELONG
T20180014022,Wet,Fog,Collision with a fixed object,Thursday,Dark No street lights,100,2018/07/26,06:30:00,No,1.0,1.0,-36.28650004,144.1316314,LODDON
T20180014037,Dry,Clear,Collision with vehicle,Thursday,Day,999,2018/07/26,10:27:00,No,2.0,1.0,-38.15003749,144.3623136,GREATER GEELONG
T20180014046,Dry,Clear,Collision with vehicle,Thursday,Day,100,2018/07/26,17:00:00,No,6.0,6.0,-38.32812467,142.38183,MOYNE
T20180014051,Dry,Clear,Collision with a fixed object,Thursday,Dark Street lights on,60,2018/07/26,20:05:00,Yes,2.0,1.0,-38.18307996,144.4007597,GREATER GEELONG
T20180014055,Dry,Clear,Collision with a fixed object,Thursday,Dark No street lights,110,2018/07/26,21:00:00,Yes,1.0,1.0,-37.67771942,144.4670435,MOORABOOL
T20180014062,Wet,Raining,Collision with a fixed object,Thursday,Day,100,2018/07/26,14:00:00,No,1.0,1.0,-37.35289711,144.6445543,MACEDON RANGES
T20180014065,Dry,Clear,Collision with vehicle,Friday,Day,60,2018/07/27,07:40:00,No,2.0,2.0,-37.56176133,143.8548054,BALLARAT
T20180014075,Dry,Clear,Collision with a fixed object,Friday,Day,100,2018/07/27,08:00:00,No,1.0,1.0,-38.59435997,145.7252902,BASS COAST
T20180014082,Unknown,Not known,Collision with vehicle,Wednesday,Day,50,2018/07/18,08:25:00,No,2.0,1.0,-36.76910113,144.2921046,GREATER BENDIGO
T20180014088,Dry,Clear,Collision with vehicle,Friday,Day,60,2018/07/13,15:00:00,No,2.0,1.0,-38.1527091,144.3554022,GREATER GEELONG
T20180014109,Dry,Clear,Collision with vehicle,Friday,Day,60,2018/07/27,16:40:00,Yes,3.0,1.0,-38.13743701,144.3370036,GREATER GEELONG
T20180014111,Dry,Clear,Collision with vehicle,Friday,Day,50,2018/07/27,15:45:00,No,6.0,1.0,-36.39374677,145.40703,GREATER SHEPPARTON
T20180014112,Dry,Clear,Other accident,Friday,Day,50,2018/07/27,17:00:00,Yes,1.0,1.0,-37.14066618,144.2554892,MOUNT ALEXANDER
T20180014113,Dry,Clear,Collision with vehicle,Friday,Day,80,2018/07/27,16:30:00,Yes,6.0,1.0,-38.24751592,146.4265423,LATROBE
T20180014124,Dry,Clear,Vehicle overturned (no collision),Friday,Dark No street lights,100,2018/07/27,21:03:00,Yes,3.0,3.0,-38.00128897,147.3194698,WELLINGTON
T20180014145,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2018/07/28,09:10:00,No,2.0,2.0,-36.49907071,145.39708,GREATER SHEPPARTON
T20180014148,Wet,Not known,No collision and no object struck,Thursday,Unknown,60,2018/07/12,10:30:00,No,1.0,1.0,-38.08348053,144.3581754,GREATER GEELONG
T20180014150,Dry,Clear,Collision with a fixed object,Wednesday,Day,100,2018/07/25,09:45:00,No,2.0,1.0,-38.17609709,145.8872579,BAW BAW
T20180014151,Dry,Clear,Collision with vehicle,Saturday,Day,50,2018/07/28,10:30:00,No,2.0,1.0,-36.71865249,144.2536985,GREATER BENDIGO
T20180014152,Wet,Fog,Collision with a fixed object,Saturday,Day,80,2018/07/28,10:40:00,No,1.0,1.0,-38.48019573,142.9632526,CORANGAMITE
T20180014155,Dry,Clear,Vehicle overturned (no collision),Saturday,Day,100,2018/07/28,15:35:00,Yes,2.0,1.0,-37.84157932,147.9284333,EAST GIPPSLAND
T20180014158,Dry,Not known,Collision with a fixed object,Friday,Dark No street lights,100,2018/07/27,23:30:00,Yes,1.0,1.0,-35.77941898,144.0812604,GANNAWARRA
T20180014160,Dry,Clear,Collision with a fixed object,Friday,Dark No street lights,100,2018/07/27,23:40:00,Yes,1.0,1.0,-37.95103909,147.5185689,EAST GIPPSLAND
T20180014164,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2018/07/28,15:40:00,No,1.0,1.0,-36.26655,144.7774965,CAMPASPE
T20180014165,Wet,Fog,Collision with a fixed object,Friday,Dark No street lights,100,2018/07/27,21:47:00,Yes,2.0,2.0,-37.50654919,141.93447,SOUTHERN GRAMPIANS
T20180014172,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2018/07/28,18:10:00,Yes,3.0,3.0,-37.9239624,146.9713376,WELLINGTON
T20180014177,Wet,Raining,Collision with vehicle,Saturday,Dark No street lights,60,2018/07/28,20:10:00,Yes,4.0,3.0,-37.54940131,143.8644698,BALLARAT
T20180014179,Wet,Clear,Struck animal,Saturday,Dark No street lights,100,2018/07/28,18:00:00,Yes,1.0,1.0,-35.84417015,144.2286815,GANNAWARRA
T20180014183,Dry,Clear,Collision with vehicle,Saturday,Day,80,2018/07/28,16:29:00,Yes,6.0,5.0,-38.34946983,146.7145767,WELLINGTON
T20180014184,Unknown,Not known,Collision with vehicle,Monday,Day,100,2018/07/09,12:25:00,No,5.0,2.0,-38.33011025,142.6188846,MOYNE
T20180014187,Wet,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2018/07/28,23:35:00,Yes,1.0,1.0,-36.19081396,144.8989477,CAMPASPE
T20180014212,Wet,Clear,Collision with vehicle,Sunday,Day,100,2018/07/29,09:50:00,No,2.0,2.0,-38.06802317,147.0738017,WELLINGTON
T20180014226,Wet,Raining,Struck Pedestrian,Sunday,Day,100,2018/07/29,13:02:00,No,5.0,1.0,-36.68924994,146.4201707,WANGARATTA
T20180014239,Wet,Raining,Collision with vehicle,Sunday,Day,100,2018/07/29,13:55:00,No,4.0,4.0,-38.21283099,144.1807652,SURF COAST
T20180014240,Snowy,Snowing,Vehicle overturned (no collision),Sunday,Day,60,2018/07/29,14:50:00,No,3.0,3.0,-37.13953568,146.457326,MOUNT BULLER ALPINE RESORT (UNINC)
T20180014249,Wet,Raining,Collision with vehicle,Sunday,Day,70,2018/07/29,13:50:00,No,4.0,2.0,-38.17331429,144.4012581,GREATER GEELONG
T20180014259,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights on,50,2018/07/29,20:10:00,Yes,6.0,2.0,-36.75970006,144.2785951,GREATER BENDIGO
T20180014260,Wet,Raining,Struck animal,Monday,Dark No street lights,80,2018/07/30,00:20:00,Yes,1.0,1.0,-38.20797162,146.3208894,LATROBE
T20180014263,Dry,Clear,Collision with a fixed object,Sunday,Dark No street lights,100,2018/07/29,23:15:00,Yes,2.0,2.0,-36.82097747,142.3643021,HORSHAM
T20180014279,Dry,Clear,Collision with vehicle,Monday,Day,60,2018/07/30,12:14:00,No,3.0,1.0,-37.56561012,143.8379518,BALLARAT
T20180014287,Wet,Raining,Collision with vehicle,Sunday,Day,100,2018/07/29,14:20:00,No,3.0,2.0,-37.18547703,143.2704887,PYRENEES
T20180014289,Dry,Clear,Collision with vehicle,Monday,Day,60,2018/07/30,08:50:00,Yes,2.0,1.0,-37.57259191,143.8701645,BALLARAT
T20180014292,Unknown,Not known,Collision with vehicle,Monday,Day,100,2018/07/30,07:37:00,Yes,2.0,1.0,-37.55894032,145.6581032,MURRINDINDI
T20180014293,Wet,Clear,Collision with vehicle,Monday,Day,60,2018/07/30,12:40:00,No,10.0,1.0,-36.90035086,147.0565305,ALPINE
T20180014310,Dry,Clear,Struck Pedestrian,Monday,Dark Street lights on,50,2018/07/30,22:49:00,Yes,1.0,1.0,-36.71181135,144.2770419,GREATER BENDIGO
T20180014319,Dry,Clear,Vehicle overturned (no collision),Tuesday,Dark No street lights,100,2018/07/31,04:20:00,Yes,1.0,1.0,-36.23992982,146.6299158,INDIGO
T20180014320,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2018/07/31,02:54:00,Yes,1.0,1.0,-37.98288016,144.5337356,GREATER GEELONG
T20180014325,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2018/07/31,07:00:00,No,4.0,1.0,-38.16513861,144.2923059,GREATER GEELONG
T20180014329,Dry,Clear,Collision with vehicle,Monday,Day,60,2018/07/30,08:40:00,Yes,3.0,2.0,-37.56054224,143.8444444,BALLARAT
T20180014344,Snowy,Snowing,Collision with a fixed object,Tuesday,Day,999,2018/07/31,09:30:00,No,1.0,1.0,-36.86516898,147.2762994,FALLS CREEK ALPINE RESORT (UNINC)
T20180014345,Dry,Clear,Collision with vehicle,Thursday,Day,50,2018/05/10,13:00:00,No,2.0,1.0,-36.39418439,145.3459394,GREATER SHEPPARTON
T20180014348,Dry,Not known,Collision with vehicle,Tuesday,Day,60,2018/07/31,08:20:00,No,3.0,2.0,-38.13240304,144.3515286,GREATER GEELONG
T20180014355,Unknown,Not known,Collision with vehicle,Saturday,Dark Street lights on,50,2018/07/28,23:00:00,Yes,3.0,2.0,-38.15305169,144.3721079,GREATER GEELONG
T20180014357,Dry,Clear,Collision with a fixed object,Tuesday,Dark Street lights on,60,2018/07/31,06:50:00,No,1.0,1.0,-36.77139089,144.300339,GREATER BENDIGO
T20180014362,Dry,Clear,Struck Pedestrian,Sunday,Dusk/Dawn,40,2018/06/10,17:30:00,Yes,2.0,1.0,-36.05473056,146.4610395,INDIGO
T20180014385,Wet,Clear,Collision with vehicle,Tuesday,Dark No street lights,100,2018/07/31,18:40:00,Yes,2.0,1.0,-38.10659016,144.3204776,GREATER GEELONG
T20180014391,Wet,Raining,Collision with vehicle,Tuesday,Dark Street lights on,50,2018/07/31,22:00:00,Yes,2.0,1.0,-38.38827807,142.4833818,WARRNAMBOOL
T20180014413,Dry,Clear,Collision with vehicle,Wednesday,Day,110,2018/08/01,08:25:00,No,3.0,1.0,-37.50318848,144.9520956,MITCHELL
T20180014434,Dry,Clear,Struck animal,Friday,Dark No street lights,100,2018/06/15,22:00:00,Yes,1.0,1.0,-37.68064282,143.6316206,GOLDEN PLAINS
T20180014439,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2018/08/01,14:40:00,No,2.0,1.0,-37.55728666,143.8480951,BALLARAT
T20180014443,Dry,Clear,Vehicle overturned (no collision),Wednesday,Day,100,2018/08/01,14:20:00,No,1.0,1.0,-37.47752691,144.540391,MACEDON RANGES
T20180014445,Dry,Clear,Struck Pedestrian,Wednesday,Day,60,2018/08/01,15:25:00,No,2.0,1.0,-38.1784572,146.2535085,LATROBE
T20180014447,Dry,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,100,2018/08/01,17:20:00,No,5.0,3.0,-36.1268805,147.0096199,WODONGA
T20180014451,Unknown,Not known,Collision with vehicle,Wednesday,Unknown,80,2018/08/01,09:25:00,No,2.0,1.0,-38.11500286,144.3546287,GREATER GEELONG
T20180014467,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights on,50,2018/08/01,18:53:00,Yes,2.0,1.0,-38.33599147,143.5922053,COLAC OTWAY
T20180014476,Dry,Not known,Struck animal,Monday,Day,100,2018/07/30,17:00:00,Yes,1.0,1.0,-36.615638,145.2314899,GREATER SHEPPARTON
