Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20150014017,Dry,Clear,Struck animal,Friday,Dark No street lights,100,2015/07/03,18:20:00,Yes,2.0,1.0,-37.51918003,144.4775512,MACEDON RANGES
T20150014020,Dry,Not known,Struck animal,Friday,Dark Street lights on,60,2015/07/03,18:30:00,Yes,1.0,1.0,-37.41935007,145.0021506,MITCHELL
T20150014025,Dry,Clear,Collision with vehicle,Friday,Dark No street lights,80,2015/07/03,18:45:00,Yes,5.0,1.0,-38.31110513,143.7248581,COLAC OTWAY
T20150014033,Dry,Clear,Collision with vehicle,Friday,Day,60,2015/07/03,15:35:00,No,6.0,6.0,-36.02608249,146.013434,MOIRA
T20150014038,Dry,Clear,No collision and no object struck,Saturday,Day,999,2015/05/30,15:30:00,Yes,1.0,1.0,-35.93530977,144.4459802,CAMPASPE
T20150014051,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,60,2015/07/04,04:30:00,Yes,1.0,1.0,-37.21919072,145.4160691,MURRINDINDI
T20150014053,Dry,Clear,No collision and no object struck,Saturday,Day,110,2015/07/04,10:20:00,No,1.0,1.0,-34.27611008,141.40856,MILDURA
T20150014055,Wet,Raining,Collision with a fixed object,Saturday,Day,100,2015/07/04,10:20:00,No,1.0,1.0,-38.28785874,146.1650317,BAW BAW
T20150014062,Wet,Raining,Collision with vehicle,Saturday,Day,60,2015/07/04,10:30:00,No,3.0,1.0,-38.19549108,146.514604,LATROBE
T20150014066,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2015/07/04,11:41:00,No,2.0,1.0,-34.15689329,141.92456,MILDURA
T20150014067,Wet,Raining,Collision with vehicle,Wednesday,Unknown,50,2015/05/27,16:00:00,No,2.0,1.0,-37.56485643,143.8452147,BALLARAT
T20150014069,Unknown,Not known,Struck animal,Sunday,Dark No street lights,100,2015/06/28,19:10:00,Yes,2.0,1.0,-37.86507009,142.7928192,MOYNE
T20150014071,Wet,Clear,Collision with a fixed object,Wednesday,Day,999,2015/07/01,14:20:00,No,1.0,1.0,-37.57143994,146.2574802,MANSFIELD
T20150014077,Dry,Clear,Collision with vehicle,Saturday,Day,110,2015/07/04,12:40:00,No,2.0,2.0,-37.10450028,145.0914385,MITCHELL
T20150014080,Wet,Raining,Collision with vehicle,Saturday,Dusk/Dawn,60,2015/07/04,04:40:00,Yes,3.0,2.0,-38.13049577,145.8503832,BAW BAW
T20150014082,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,70,2015/07/04,18:00:00,Yes,2.0,2.0,-38.20494984,144.3406408,GREATER GEELONG
T20150014083,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,50,2015/07/04,19:20:00,Yes,1.0,1.0,-38.11664959,144.3446065,GREATER GEELONG
T20150014086,Wet,Clear,Collision with a fixed object,Saturday,Dark Street lights on,40,2015/07/04,21:35:00,Yes,2.0,1.0,-38.18730031,146.2459225,LATROBE
T20150014094,Dry,Clear,Collision with a fixed object,Sunday,Dark No street lights,100,2015/07/05,01:40:00,Yes,1.0,1.0,-37.20782972,145.732049,MURRINDINDI
T20150014105,Dry,Clear,Collision with vehicle,Sunday,Day,50,2015/07/05,10:30:00,No,2.0,2.0,-38.13899882,144.3559837,GREATER GEELONG
T20150014107,Dry,Clear,No collision and no object struck,Sunday,Day,50,2015/07/05,12:39:00,No,1.0,1.0,-38.21175003,144.3100395,GREATER GEELONG
T20150014119,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,60,2015/07/05,11:05:00,No,1.0,1.0,-36.15158828,144.7547316,CAMPASPE
T20150014136,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2015/07/05,11:40:00,No,3.0,1.0,-36.65952855,144.1852933,GREATER BENDIGO
T20150014155,Dry,Clear,Vehicle overturned (no collision),Saturday,Dark No street lights,100,2015/07/04,23:00:00,Yes,1.0,1.0,-37.11842579,143.4495071,PYRENEES
T20150014161,Wet,Clear,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/06,08:45:00,No,1.0,1.0,-37.19734851,145.5937841,MURRINDINDI
T20150014164,Dry,Clear,Collision with vehicle,Monday,Day,50,2015/07/06,09:55:00,No,4.0,2.0,-36.74739703,144.2663386,GREATER BENDIGO
T20150014170,Dry,Not known,Collision with a fixed object,Monday,Dark No street lights,100,2015/07/06,07:00:00,No,1.0,1.0,-38.05630174,141.6897334,GLENELG
T20150014171,Dry,Not known,Collision with vehicle,Sunday,Dark Street lights on,50,2015/06/14,18:00:00,No,2.0,1.0,-38.19440803,146.5355435,LATROBE
T20150014179,Unknown,Not known,Fall from or in moving vehicle,Saturday,Dark Street lights unknown,999,2015/06/06,21:30:00,Yes,4.0,1.0,-38.05675023,144.342032,GREATER GEELONG
T20150014183,Icy,Clear,Collision with a fixed object,Thursday,Dark No street lights,60,2015/07/02,21:45:00,Yes,3.0,1.0,-37.13835945,146.4606998,MOUNT BULLER ALPINE RESORT (UNINC)
T20150014184,Wet,Clear,Collision with a fixed object,Monday,Day,100,2015/07/06,15:15:00,No,1.0,1.0,-37.37619965,143.8075772,BALLARAT
T20150014186,Wet,Raining,Collision with vehicle,Monday,Dusk/Dawn,50,2015/07/06,16:20:00,No,2.0,1.0,-37.29214231,144.9552715,MITCHELL
T20150014194,Wet,Raining,Collision with vehicle,Monday,Day,50,2015/07/06,16:25:00,Yes,5.0,3.0,-38.33947776,143.5923676,COLAC OTWAY
T20150014198,Wet,Raining,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/06,16:30:00,No,3.0,3.0,-36.41359514,146.6983907,INDIGO
T20150014202,Wet,Raining,Struck Pedestrian,Monday,Dark Street lights on,50,2015/07/06,17:15:00,No,3.0,1.0,-38.13810372,144.3368691,GREATER GEELONG
T20150014203,Wet,Clear,Collision with a fixed object,Monday,Dusk/Dawn,60,2015/07/06,16:20:00,No,2.0,2.0,-37.30888167,144.1405224,HEPBURN
T20150014211,Wet,Clear,Struck Pedestrian,Tuesday,Dark Street lights on,50,2015/07/07,00:29:00,Yes,2.0,1.0,-38.16797477,144.3724698,GREATER GEELONG
T20150014214,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,80,2015/07/07,05:40:00,Yes,2.0,1.0,-38.09882187,144.355022,GREATER GEELONG
T20150014219,Wet,Raining,Collision with vehicle,Thursday,Day,50,2015/07/02,11:00:00,No,3.0,2.0,-37.82463516,147.6073408,EAST GIPPSLAND
T20150014228,Unknown,Not known,Collision with vehicle,Thursday,Day,50,2015/07/02,10:30:00,No,2.0,1.0,-38.16214893,144.3679577,GREATER GEELONG
T20150014229,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2015/07/07,10:50:00,No,2.0,1.0,-38.14932359,144.3598061,GREATER GEELONG
T20150014234,Dry,Clear,Collision with vehicle,Friday,Day,60,2015/03/13,15:56:00,No,1.0,1.0,-38.15035372,144.3593165,GREATER GEELONG
T20150014236,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,50,2015/07/07,08:40:00,No,2.0,1.0,-37.68643271,144.4389796,MOORABOOL
T20150014243,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2015/07/07,13:25:00,No,2.0,1.0,-37.56125289,143.8530395,BALLARAT
T20150014248,Wet,Clear,Vehicle overturned (no collision),Tuesday,Dusk/Dawn,100,2015/07/07,08:20:00,No,1.0,1.0,-38.15328157,146.5203313,LATROBE
T20150014255,Dry,Clear,Collision with a fixed object,Tuesday,Day,999,2015/07/07,14:00:00,No,1.0,1.0,-36.74565155,144.4311002,GREATER BENDIGO
T20150014256,Dry,Clear,No collision and no object struck,Tuesday,Day,999,2015/07/07,14:30:00,No,1.0,1.0,-38.09173043,144.3424036,GREATER GEELONG
T20150014262,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2015/07/07,15:55:00,No,1.0,1.0,-38.30175047,143.77343,COLAC OTWAY
T20150014265,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2015/07/07,15:45:00,No,2.0,2.0,-37.28548999,144.9492899,MITCHELL
T20150014272,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2015/07/07,21:45:00,Yes,1.0,1.0,-38.16945928,144.2216001,SURF COAST
T20150014278,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,60,2015/07/08,07:05:00,No,2.0,1.0,-36.36038628,146.3084747,WANGARATTA
T20150014280,Dry,Clear,Collision with a fixed object,Wednesday,Dark No street lights,100,2015/07/08,06:40:00,No,1.0,1.0,-36.61824978,146.2654176,WANGARATTA
T20150014291,Dry,Clear,Struck Pedestrian,Wednesday,Day,50,2015/07/08,10:52:00,No,2.0,1.0,-37.56073905,143.845981,BALLARAT
T20150014297,Dry,Clear,Struck Pedestrian,Wednesday,Day,60,2015/07/08,11:45:00,No,2.0,1.0,-38.10537421,147.060977,WELLINGTON
T20150014302,Dry,Clear,Vehicle overturned (no collision),Wednesday,Day,100,2015/07/08,09:45:00,No,1.0,1.0,-36.41365777,147.0364876,ALPINE
T20150014303,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2015/07/08,13:05:00,No,2.0,1.0,-38.45485001,145.2389758,BASS COAST
T20150014304,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2015/07/08,12:00:00,No,3.0,3.0,-37.50778005,145.4234056,MURRINDINDI
T20150014308,Wet,Raining,Vehicle overturned (no collision),Sunday,Day,999,2015/06/28,12:00:00,No,1.0,1.0,-37.46540078,145.4575469,MURRINDINDI
T20150014309,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2015/07/08,11:35:00,No,3.0,2.0,-36.26500985,144.7069596,CAMPASPE
T20150014313,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2015/07/08,14:00:00,No,2.0,1.0,-36.76247909,144.2576005,GREATER BENDIGO
T20150014321,Dry,Clear,collision with some other object,Sunday,Day,999,2015/05/24,15:00:00,No,1.0,1.0,-35.76017258,141.4283487,HINDMARSH
T20150014322,Wet,Raining,Collision with a fixed object,Sunday,Dusk/Dawn,50,2015/05/31,16:00:00,Yes,1.0,1.0,-36.75833995,144.2924663,GREATER BENDIGO
T20150014326,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2015/07/08,13:30:00,No,5.0,3.0,-37.58297651,143.8267423,BALLARAT
T20150014331,Dry,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,999,2015/07/08,16:00:00,No,1.0,1.0,-37.8056901,144.2740002,MOORABOOL
T20150014333,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2015/07/08,15:30:00,No,2.0,1.0,-36.77635816,144.284397,GREATER BENDIGO
T20150014334,Dry,Clear,Collision with a fixed object,Wednesday,Dark No street lights,80,2015/07/08,19:30:00,Yes,3.0,3.0,-38.47898657,145.2389775,BASS COAST
T20150014350,Dry,Not known,Collision with a fixed object,Thursday,Dark No street lights,999,2015/07/09,03:00:00,Yes,2.0,2.0,-37.01143034,142.8009695,NORTHERN GRAMPIANS
T20150014356,Dry,Clear,Struck Pedestrian,Wednesday,Dark No street lights,50,2015/06/17,17:45:00,No,2.0,1.0,-38.03343738,144.3895005,GREATER GEELONG
T20150014370,Dry,Not known,collision with some other object,Saturday,Day,999,2015/05/30,13:00:00,No,1.0,1.0,-36.55660427,147.1300093,ALPINE
T20150014372,Dry,Clear,Vehicle overturned (no collision),Thursday,Dark No street lights,100,2015/07/02,22:15:00,Yes,1.0,1.0,-35.20334027,142.1000297,MILDURA
T20150014391,Dry,Clear,Collision with vehicle,Thursday,Day,100,2015/07/09,15:45:00,No,6.0,4.0,-36.21376039,147.3178071,TOWONG
T20150014397,Dry,Clear,Collision with vehicle,Thursday,Day,50,2015/07/09,15:10:00,No,3.0,1.0,-35.93806656,142.4223504,YARRIAMBIACK
T20150014400,Unknown,Not known,Vehicle overturned (no collision),Sunday,Unknown,80,2015/07/05,11:30:00,No,1.0,1.0,-37.03174016,145.8033606,MANSFIELD
T20150014404,Dry,Clear,Collision with vehicle,Thursday,Dusk/Dawn,100,2015/07/09,16:18:00,No,2.0,1.0,-36.87707435,142.1376067,HORSHAM
T20150014417,Dry,Clear,Struck animal,Friday,Dark No street lights,80,2015/07/10,04:40:00,Yes,1.0,1.0,-37.22366344,143.4018359,PYRENEES
T20150014418,Dry,Clear,Collision with vehicle,Friday,Dusk/Dawn,60,2015/07/10,07:25:00,No,2.0,1.0,-38.25756153,144.5355816,GREATER GEELONG
T20150014426,Wet,Raining,Struck Pedestrian,Friday,Day,50,2015/07/10,10:00:00,No,2.0,1.0,-36.77451014,144.2452304,GREATER BENDIGO
T20150014428,Dry,Clear,Struck animal,Friday,Dark No street lights,80,2014/09/05,23:00:00,Yes,1.0,1.0,-37.53462102,144.3007819,MOORABOOL
T20150014430,Dry,Clear,Collision with a fixed object,Friday,Day,80,2015/07/10,08:15:00,No,1.0,1.0,-37.612207,143.5614949,PYRENEES
T20150014452,Wet,Raining,Vehicle overturned (no collision),Friday,Dusk/Dawn,100,2015/07/10,07:45:00,No,7.0,3.0,-37.09520006,147.40852,EAST GIPPSLAND
T20150014454,Dry,Clear,Vehicle overturned (no collision),Friday,Day,100,2015/07/10,12:40:00,No,1.0,1.0,-37.08428906,144.8836962,MITCHELL
T20150014458,Dry,Clear,Collision with vehicle,Friday,Day,50,2015/07/10,15:40:00,No,3.0,2.0,-36.78050175,144.2883012,GREATER BENDIGO
T20150014459,Wet,Raining,Vehicle overturned (no collision),Friday,Dusk/Dawn,60,2015/07/10,16:00:00,No,2.0,1.0,-36.77324747,144.3052157,GREATER BENDIGO
T20150014466,Dry,Clear,Collision with vehicle,Monday,Day,50,2015/05/11,15:45:00,No,1.0,1.0,-38.10358273,147.0540931,WELLINGTON
T20150014482,Wet,Raining,Vehicle overturned (no collision),Friday,Dark No street lights,100,2015/07/10,20:22:00,Yes,1.0,1.0,-37.39949118,144.9540458,MITCHELL
T20150014484,Wet,Raining,Collision with vehicle,Friday,Dark No street lights,100,2015/07/10,18:50:00,Yes,5.0,2.0,-37.55787763,143.707495,BALLARAT
T20150014486,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2015/06/24,10:00:00,No,3.0,1.0,-38.37936148,142.4898354,WARRNAMBOOL
T20150014491,Dry,Clear,Collision with vehicle,Monday,Dusk/Dawn,70,2015/05/18,07:15:00,No,2.0,1.0,-36.41242609,143.9744613,LODDON
T20150014510,Wet,Raining,Collision with vehicle,Saturday,Day,40,2015/07/11,11:40:00,No,2.0,1.0,-37.82677398,147.6213589,EAST GIPPSLAND
T20150014519,Dry,Not known,No collision and no object struck,Saturday,Day,60,2015/07/11,09:00:00,No,1.0,1.0,-38.33073263,144.0777248,SURF COAST
T20150014523,Wet,Raining,Collision with a fixed object,Saturday,Day,110,2015/07/11,14:40:00,No,1.0,1.0,-36.46955103,146.2019859,WANGARATTA
T20150014526,Wet,Raining,Collision with vehicle,Saturday,Day,100,2015/07/11,13:30:00,No,6.0,1.0,-37.56439798,145.6547419,MURRINDINDI
T20150014531,Icy,Raining,No collision and no object struck,Saturday,Dark No street lights,100,2015/07/11,17:05:00,Yes,2.0,1.0,-36.37060364,146.6541308,INDIGO
T20150014541,Wet,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2015/07/11,22:10:00,Yes,1.0,1.0,-36.30636105,146.1584907,BENALLA
T20150014546,Wet,Clear,Vehicle overturned (no collision),Saturday,Dark No street lights,100,2015/07/11,22:00:00,Yes,1.0,1.0,-37.73616944,143.3397462,CORANGAMITE
T20150014547,Wet,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2015/07/11,21:00:00,Yes,1.0,1.0,-36.69842999,142.0109598,HORSHAM
T20150014553,Wet,Raining,Struck Pedestrian,Sunday,Dark No street lights,30,2015/07/12,02:59:00,Yes,2.0,1.0,-35.33771282,143.5501495,SWAN HILL
T20150014571,Wet,Raining,Collision with vehicle,Sunday,Day,60,2015/07/12,11:22:00,No,4.0,2.0,-38.16157953,145.9534966,BAW BAW
T20150014577,Dry,Clear,Collision with vehicle,Sunday,Day,50,2015/07/12,10:00:00,Yes,2.0,1.0,-37.54029791,143.8671064,BALLARAT
T20150014578,Wet,Raining,Collision with vehicle,Sunday,Day,50,2015/07/12,13:00:00,No,3.0,1.0,-38.07542045,144.3544876,GREATER GEELONG
T20150014591,Wet,Raining,Collision with a fixed object,Sunday,Day,100,2015/07/12,13:55:00,No,1.0,1.0,-38.1832301,144.53225,GREATER GEELONG
T20150014592,Wet,Raining,Collision with a fixed object,Sunday,Day,80,2015/07/12,12:45:00,No,1.0,1.0,-38.64500968,143.707791,COLAC OTWAY
T20150014594,Wet,Raining,Collision with vehicle,Sunday,Dark Street lights on,60,2015/07/12,17:15:00,No,4.0,1.0,-38.60058547,145.5790858,BASS COAST
T20150014614,Wet,Clear,No collision and no object struck,Saturday,Day,80,2015/07/11,14:25:00,Yes,1.0,1.0,-37.66579979,143.6811853,GOLDEN PLAINS
T20150014624,Dry,Clear,Collision with vehicle,Monday,Dusk/Dawn,40,2015/07/13,08:44:00,No,2.0,2.0,-35.34071068,143.5570762,SWAN HILL
T20150014632,Wet,Raining,Collision with a fixed object,Monday,Day,60,2015/07/13,11:45:00,No,2.0,2.0,-37.61574955,143.8740618,BALLARAT
T20150014650,Dry,Clear,Collision with vehicle,Monday,Day,60,2015/07/13,15:14:00,No,4.0,1.0,-36.72608821,142.2052452,HORSHAM
T20150014654,Wet,Raining,Collision with a fixed object,Monday,Day,70,2015/07/13,16:15:00,Yes,1.0,1.0,-37.55933113,143.9022513,BALLARAT
T20150014672,Dry,Clear,Collision with a fixed object,Tuesday,Dusk/Dawn,100,2015/07/14,07:10:00,No,1.0,1.0,-36.2247995,145.345333,GREATER SHEPPARTON
T20150014677,Wet,Clear,Collision with vehicle,Tuesday,Dark Street lights on,50,2015/07/14,07:00:00,No,2.0,1.0,-37.74162593,142.027332,SOUTHERN GRAMPIANS
T20150014686,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,60,2015/07/14,08:40:00,No,2.0,2.0,-34.20360973,142.1742003,MILDURA
T20150014687,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2015/07/14,10:15:00,No,5.0,1.0,-34.25176358,142.0818143,MILDURA
T20150014688,Dry,Clear,Collision with a fixed object,Tuesday,Dusk/Dawn,60,2015/07/14,08:30:00,No,5.0,1.0,-37.55681821,143.875459,BALLARAT
T20150014689,Wet,Raining,Collision with vehicle,Wednesday,Day,40,2015/06/17,14:30:00,No,2.0,1.0,-38.07084031,144.2267696,GOLDEN PLAINS
T20150014693,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2015/07/14,13:50:00,No,6.0,1.0,-36.39531265,145.3557817,GREATER SHEPPARTON
T20150014700,Wet,Clear,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/13,16:00:00,Yes,1.0,1.0,-36.31288251,146.6600686,INDIGO
T20150014706,Dry,Clear,Struck Pedestrian,Tuesday,Dusk/Dawn,50,2015/07/14,16:00:00,No,2.0,1.0,-38.10858996,147.0656312,WELLINGTON
T20150014713,Wet,Raining,Collision with a fixed object,Tuesday,Day,50,2015/07/14,15:30:00,No,4.0,2.0,-37.20132867,145.0481324,MITCHELL
T20150014715,Muddy,Clear,Collision with vehicle,Tuesday,Day,100,2015/07/14,12:45:00,No,2.0,1.0,-37.97847366,147.3538828,WELLINGTON
T20150014721,Wet,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2015/07/14,19:15:00,Yes,2.0,1.0,-34.1922131,142.1641124,MILDURA
T20150014732,Icy,Clear,Collision with a fixed object,Wednesday,Dark Street lights on,80,2015/07/15,05:00:00,Yes,1.0,1.0,-36.82148001,144.2377197,GREATER BENDIGO
T20150014738,Icy,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,90,2015/07/15,06:45:00,No,1.0,1.0,-36.76046262,144.2301597,GREATER BENDIGO
T20150014741,Dry,Clear,Collision with a fixed object,Saturday,Day,999,2015/06/20,09:54:00,No,1.0,1.0,-36.2741795,146.6171121,INDIGO
T20150014757,Muddy,Raining,No collision and no object struck,Saturday,Day,100,2015/07/04,10:50:00,No,1.0,1.0,-37.42805981,145.3455594,MURRINDINDI
T20150014764,Wet,Clear,collision with some other object,Sunday,Day,999,2015/07/12,10:55:00,No,1.0,1.0,-36.29922052,146.6198066,INDIGO
T20150014777,Unknown,Clear,No collision and no object struck,Sunday,Day,999,2015/06/07,12:00:00,No,1.0,1.0,-38.39435957,146.1864106,SOUTH GIPPSLAND
T20150014788,Dry,Clear,Struck animal,Friday,Dark No street lights,100,2015/05/29,23:00:00,Yes,1.0,1.0,-37.62970577,143.9630032,MOORABOOL
T20150014796,Wet,Clear,Struck Pedestrian,Thursday,Dusk/Dawn,60,2015/07/16,06:40:00,No,2.0,1.0,-37.28247884,142.9318032,ARARAT
T20150014800,Dry,Clear,Collision with vehicle,Thursday,Day,60,2015/07/16,10:30:00,No,3.0,1.0,-34.21526519,142.1258363,MILDURA
T20150014801,Unknown,Not known,Collision with vehicle,Tuesday,Dark Street lights on,60,2015/07/07,06:50:00,No,2.0,1.0,-34.19393528,142.1418574,MILDURA
T20150014802,Wet,Raining,Collision with vehicle,Tuesday,Day,50,2015/07/14,14:30:00,No,3.0,2.0,-36.91853745,144.7050834,GREATER BENDIGO
T20150014816,Wet,Clear,Collision with vehicle,Thursday,Dusk/Dawn,80,2015/07/16,08:15:00,No,3.0,1.0,-37.84476103,147.5850227,EAST GIPPSLAND
T20150014822,Dry,Clear,Collision with vehicle,Thursday,Day,80,2015/07/16,13:40:00,No,2.0,1.0,-36.37937597,145.3950286,GREATER SHEPPARTON
T20150014824,Dry,Clear,Collision with vehicle,Wednesday,Day,80,2014/10/22,16:30:00,No,2.0,1.0,-38.08415389,144.358305,GREATER GEELONG
T20150014834,Wet,Clear,Collision with vehicle,Thursday,Dusk/Dawn,40,2015/07/16,16:00:00,No,3.0,2.0,-38.13474042,144.3494533,GREATER GEELONG
T20150014835,Dry,Clear,Collision with vehicle,Thursday,Dark Street lights on,50,2015/07/16,17:50:00,No,4.0,1.0,-37.58517394,143.8428386,BALLARAT
T20150014838,Dry,Not known,Struck Pedestrian,Thursday,Dark Street lights unknown,50,2015/06/25,21:30:00,Yes,2.0,1.0,-37.24775019,144.45412,MACEDON RANGES
T20150014842,Wet,Raining,Collision with a fixed object,Thursday,Dusk/Dawn,100,2015/07/16,16:00:00,No,1.0,1.0,-37.50388157,149.5343317,EAST GIPPSLAND
T20150014843,Dry,Clear,Struck animal,Thursday,Dark No street lights,100,2015/07/16,18:30:00,Yes,1.0,1.0,-38.09967611,146.8485708,WELLINGTON
T20150014851,Dry,Clear,Collision with a fixed object,Thursday,Dusk/Dawn,110,2015/07/16,16:00:00,No,1.0,1.0,-37.40248866,145.0169279,MITCHELL
T20150014852,Dry,Clear,Collision with vehicle,Thursday,Dark Street lights on,50,2015/07/16,21:25:00,Yes,1.0,1.0,-38.35971852,142.4530914,WARRNAMBOOL
T20150014862,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,60,2015/07/07,19:00:00,Yes,2.0,1.0,-38.12259198,144.3480996,GREATER GEELONG
T20150014863,Dry,Clear,Collision with a fixed object,Thursday,Dusk/Dawn,110,2015/07/16,16:00:00,No,1.0,1.0,-36.13682909,146.6467073,INDIGO
T20150014866,Dry,Clear,Struck Pedestrian,Thursday,Day,50,2015/07/16,15:15:00,No,2.0,1.0,-36.71428838,142.19869,HORSHAM
T20150014870,Dry,Clear,Collision with vehicle,Thursday,Day,100,2015/07/16,15:05:00,No,4.0,3.0,-37.32364793,144.1945013,HEPBURN
T20150014873,Wet,Raining,Collision with vehicle,Thursday,Dark Street lights on,50,2015/07/16,22:15:00,Yes,4.0,1.0,-37.56279292,143.8455921,BALLARAT
T20150014883,Wet,Raining,Collision with a fixed object,Monday,Dusk/Dawn,100,2015/07/13,08:50:00,No,1.0,1.0,-38.19978988,146.43415,LATROBE
T20150014892,Wet,Clear,Collision with a fixed object,Friday,Day,100,2015/07/17,11:50:00,No,2.0,2.0,-37.33173832,143.0881712,ARARAT
T20150014897,Wet,Raining,Collision with a fixed object,Friday,Day,100,2015/07/17,12:30:00,No,1.0,1.0,-38.55052847,142.8165528,MOYNE
T20150014898,Wet,Raining,Collision with a fixed object,Friday,Day,100,2015/07/17,11:30:00,No,1.0,1.0,-37.60067954,148.9066184,EAST GIPPSLAND
T20150014906,Wet,Clear,Collision with a fixed object,Friday,Day,50,2015/07/17,14:00:00,No,1.0,1.0,-38.15593542,144.3186898,GREATER GEELONG
T20150014908,Wet,Raining,Collision with vehicle,Sunday,Dusk/Dawn,70,2015/07/12,08:30:00,Yes,3.0,3.0,-37.28534084,144.7368018,MACEDON RANGES
T20150014914,Wet,Not known,Vehicle overturned (no collision),Friday,Day,999,2015/07/17,10:00:00,No,1.0,1.0,-38.44896933,143.4530711,COLAC OTWAY
T20150014922,Dry,Clear,No collision and no object struck,Thursday,Dusk/Dawn,80,2015/02/12,19:35:00,Yes,1.0,1.0,-36.70531968,144.2189802,GREATER BENDIGO
T20150014929,Wet,Raining,Collision with a fixed object,Friday,Day,100,2015/07/17,15:45:00,No,1.0,1.0,-38.36855678,143.9109613,SURF COAST
T20150014931,Wet,Raining,Collision with vehicle,Friday,Dusk/Dawn,80,2015/07/17,18:25:00,Yes,5.0,2.0,-37.65284229,143.8256857,GOLDEN PLAINS
T20150014940,Dry,Clear,Struck Pedestrian,Friday,Dark Street lights on,60,2015/07/17,21:15:00,Yes,2.0,1.0,-36.7720594,144.2594794,GREATER BENDIGO
T20150014941,Dry,Clear,Collision with vehicle,Friday,Day,100,2015/07/17,14:20:00,No,48.0,1.0,-36.44312091,147.019442,ALPINE
T20150014942,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,100,2015/07/17,19:10:00,Yes,1.0,1.0,-38.18274084,144.5281398,GREATER GEELONG
T20150014944,Dry,Clear,Vehicle overturned (no collision),Friday,Dark Street lights on,60,2015/07/17,21:32:00,Yes,2.0,1.0,-36.79567016,144.2876943,GREATER BENDIGO
T20150014957,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2015/07/18,05:00:00,Yes,1.0,1.0,-37.00599217,144.9950898,MITCHELL
T20150014960,Wet,Clear,Collision with a fixed object,Friday,Dark Street lights on,60,2015/07/17,21:30:00,Yes,1.0,1.0,-38.27110427,144.5478185,GREATER GEELONG
T20150014975,Wet,Clear,Collision with vehicle,Saturday,Day,60,2015/07/18,12:15:00,No,3.0,2.0,-37.58188195,143.8374099,BALLARAT
T20150014976,Dry,Clear,Collision with vehicle,Saturday,Day,100,2015/07/18,11:38:00,No,2.0,1.0,-35.96825999,145.6318946,MOIRA
T20150014977,Dry,Clear,Collision with vehicle,Saturday,Day,70,2015/07/18,12:30:00,No,3.0,3.0,-38.3670558,142.4640617,WARRNAMBOOL
T20150014981,Dry,Clear,Collision with vehicle,Saturday,Day,60,2015/07/18,11:20:00,No,1.0,1.0,-37.82533701,147.6129906,EAST GIPPSLAND
T20150015002,Dry,Clear,Collision with a fixed object,Saturday,Dusk/Dawn,100,2015/07/18,16:30:00,Yes,2.0,2.0,-37.05412059,142.7894185,NORTHERN GRAMPIANS
T20150015013,Dry,Clear,Collision with a fixed object,Saturday,Dusk/Dawn,999,2015/07/18,16:00:00,Yes,1.0,1.0,-37.87618026,142.0242525,SOUTHERN GRAMPIANS
T20150015016,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,80,2015/07/18,23:10:00,Yes,3.0,1.0,-38.09882187,144.355022,GREATER GEELONG
